Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Acceptable
141,0,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,0,1607.04,746.94,860.1,0.807146786,0.077691928,0.884838714,0.115161286,0
142,0,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,0,1598.69,747.52,851.17,0.500065374,0.078437056,0.578502431,0.421497569,0
143,0,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,0,1590.5,749.43,841.07,0.793180794,0.078346576,0.871527371,0.128472629,0
144,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
145,0,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,0,1574.62,750.07,824.55,0.505069417,0.079040675,0.584110092,0.415889908,0
146,0,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,0,1566.96,751.34,815.62,0.507795806,0.078898684,0.586694489,0.413305511,0
147,0,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,0,1559.5,752.57,806.93,0.510845566,0.078674737,0.589520303,0.410479697,0
148,0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,0,1552.27,753.78,798.49,0.514186772,0.078378845,0.592565616,0.407434384,0
149,0,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,0,1545.32,754.93,790.39,0.517795041,0.078025178,0.595820219,0.404179781,0
150,0,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,0,1538.56,756.06,782.5,0.521617939,0.077607852,0.59922579,0.40077421,0
151,0,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,0,1532.42,757.15,775.27,0.525888182,0.077248814,0.603136996,0.396863004,0
152,0,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,0,1527.42,757.78,769.64,0.53006239,0.076859129,0.606921519,0.393078481,0
153,0,8.75,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,0,1521.42,758.77,762.65,0.534709121,0.076294056,0.611003176,0.388996824,0
154,0,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,0,1516.75,760.51,756.24,0.539441221,0.075515492,0.614956713,0.385043287,0
155,0,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,0,1513.16,761.54,751.62,0.544353967,0.074859161,0.619213128,0.380786872,0
156,0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,0,1510.82,762.57,748.25,0.549697568,0.074154429,0.623851997,0.376148003,0
157,0,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,0,1509.44,763.6,745.84,0.555198352,0.073502904,0.628701256,0.371298744,0
158,0,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,0,1509.19,764.65,744.54,0.560795478,0.072763764,0.633559242,0.366440758,0
159,0,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,0,1509.96,765.66,744.3,0.566729833,0.072082208,0.63881204,0.36118796,0
160,0,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,0,1511.39,767.7,743.69,0.597606165,0.071051177,0.668657342,0.331342658,0
161,0,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,0,1513.9,768.75,745.15,0.579148365,0.070324421,0.649472786,0.350527214,0
162,0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,0,1516.81,770.75,746.06,0.585640477,0.069306512,0.654946989,0.345053011,0
163,0,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,0,1520.18,772.87,747.31,0.592445696,0.068338208,0.660783903,0.339216097,0
164,0,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,0,1523.94,773.77,750.17,0.599465645,0.067610718,0.667076363,0.332923637,0
165,0,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,0,1528.02,776.79,751.23,0.606563684,0.066462695,0.673026379,0.326973621,0
166,0,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,0,1532.36,778.33,754.03,0.613853063,0.065617077,0.679470139,0.320529861,0
167,0,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,0,1536.94,780.81,756.13,0.621275303,0.064582359,0.685857663,0.314142337,0
168,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,0,1541.7,783.25,758.45,0.628907892,0.063564901,0.692472792,0.307527208,0
169,0,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,0,1546.64,786.89,759.75,0.636708404,0.062341078,0.699049483,0.300950517,0
170,0,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,0,1551.74,789.12,762.62,0.644671808,0.061316665,0.705988474,0.294011526,0
171,0,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,0,1556.97,791.38,765.59,0.652773387,0.060288837,0.713062224,0.286937776,0
172,0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45,6.111111111,6.111111111,0,1562.33,794.65,767.68,0.661035051,0.059093357,0.720128408,0.279871592,0
173,0,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,0,1567.8,796.96,770.84,0.669438996,0.058032485,0.727471481,0.272528519,0
174,0,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,0,1573.39,800.26,773.13,0.677964012,0.056821718,0.73478573,0.26521427,0
175,0,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,0,1579.09,803.61,775.48,0.686601045,0.055590109,0.742191154,0.257808846,0
176,0,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,0,1584.9,805.98,778.92,0.695347406,0.054504344,0.74985175,0.25014825,0
177,0,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0,1669.72,889.48,780.24,0.50562181,0.065672285,0.571294095,0.428705905,0
178,0,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0,1658.38,849.27,809.11,0.501152227,0.070442964,0.571595191,0.428404809,0
179,0,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0,1647.21,808.8,838.41,0.502255703,0.070778363,0.573034067,0.426965933,0
180,0,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0,1636.17,777.11,859.06,0.503130198,0.06987054,0.573000738,0.426999262,0
181,0,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0,1526.04,760.71,765.33,0.402983177,0.069954053,0.47293723,0.52706277,0
182,0,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0,1614.45,753.06,861.39,0.50439092,0.071932562,0.576323482,0.423676518,0
183,0,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0,1505.12,749.68,755.44,0.406357358,0.073917568,0.480274926,0.519725074,0
184,0,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0,1593.08,748.39,844.69,0.502921857,0.076309876,0.579231732,0.420768268,0
185,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
186,0,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0,1571.91,751.18,820.73,0.50335711,0.081610392,0.584967502,0.415032498,0
187,0,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0,1561.36,752.55,808.81,0.504042634,0.084327669,0.588370303,0.411629697,0
188,0,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0,1550.81,754.24,796.57,0.777836204,0.087050129,0.864886333,0.135113667,0
189,0,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0,1540.25,756.31,783.94,0.773513619,0.090026379,0.863539998,0.136460002,0
190,0,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0,1529.66,757.85,771.81,0.506340643,0.093316602,0.599657245,0.400342755,0
191,0,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,0,1519.03,759.46,759.57,0.507316722,0.096612929,0.603929651,0.396070349,0
192,0,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,0,1508.35,761.03,747.32,0.76156719,0.099742589,0.861309779,0.138690221,0
193,0,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0,1497.6,762.67,734.93,0.756847588,0.103127723,0.859975311,0.140024689,0
194,0,8.75,8.75,8.75,21.25,8.75,8.75,8.75,8.75,8.75,8.75,0,1486.78,763.23,723.55,0.752256505,0.107083949,0.859340454,0.140659546,0
195,0,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,0,1475.87,764.72,711.15,0.512338083,0.110659704,0.622997787,0.377002213,0
196,0,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,0,1464.87,765.36,699.51,0.514113136,0.114693725,0.62880686,0.37119314,0
197,0,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,0,1453.76,766.92,686.84,0.740228035,0.118214008,0.858442043,0.141557957,0
198,0,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,0,1442.54,767.5,675.04,0.735804696,0.122570715,0.858375411,0.141624589,0
199,0,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,0,1431.2,768.03,663.17,0.731308927,0.127258977,0.858567904,0.141432096,0
200,0,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,0,1419.73,768.52,651.21,0.740244593,0.132287405,0.872531998,0.127468002,0
201,0,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,0,1408.13,769.05,639.08,0.735203151,0.137605043,0.872808194,0.127191806,0
202,0,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,0,1396.4,770.61,625.79,0.729831231,0.142955105,0.872786336,0.127213664,0
203,0,7.5,7.5,7.5,32.5,7.5,7.5,7.5,7.5,7.5,7.5,0,1384.36,771.11,613.25,0.724176114,0.149325613,0.873501727,0.126498273,0
204,0,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,0,1372.52,771.44,601.08,0.718025217,0.156309469,0.874334686,0.125665314,0
205,0,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,0,1360.36,771.83,588.53,0.711499081,0.163637034,0.875136115,0.124863885,0
206,0,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,0,1347.88,772.16,575.72,0.704648163,0.171403579,0.876051742,0.123948258,0
207,0,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,0,1335.44,772.5,562.94,0.697528704,0.179462102,0.876990806,0.123009194,0
208,0,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,0,1323.02,772.76,550.26,0.690569315,0.187616435,0.87818575,0.12181425,0
209,0,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0,1310.28,773.96,536.32,0.684140395,0.194608853,0.878749248,0.121250752,0
210,0,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,0,1297.41,774.22,523.19,0.678641791,0.201238539,0.87988033,0.12011967,0
211,0,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,0,1284.39,774.45,509.94,0.673876739,0.207165817,0.881042557,0.118957443,0
212,0,6.25,6.25,6.25,43.75,6.25,6.25,6.25,6.25,6.25,6.25,0,1271.24,775.56,495.68,0.669810483,0.212117708,0.881928191,0.118071809,0
213,0,6.111111111,6.111111111,6.111111111,45,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,0,1258.84,775.65,483.19,0.666210041,0.216981335,0.883191377,0.116808623,0
214,0,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,0,1251.22,775.81,475.41,0.663827339,0.220903082,0.884730422,0.115269578,0
215,0,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,0,1244.73,776.95,467.78,0.662019881,0.223833364,0.885853245,0.114146755,0
216,0,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,0,1239.09,777.11,461.98,0.661207087,0.226559249,0.887766336,0.112233664,0
217,0,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,0,1234.16,778.29,455.87,0.660988398,0.228107772,0.889096169,0.110903831,0
218,0,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0,1708.17,746.98,961.19,0.536354486,0.060450094,0.59680458,0.40319542,0
219,0,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0,1692.68,745.67,947.01,0.529550992,0.063584404,0.593135396,0.406864604,0
220,0,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0,1677.11,745.18,931.93,0.523521275,0.066374226,0.589895501,0.410104499,0
221,0,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0,1661.33,745.06,916.27,0.518212786,0.069332397,0.587545183,0.412454817,0
222,0,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0,1646.55,745.17,901.38,0.514094319,0.071802366,0.585896685,0.414103315,0
223,0,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0,1630.02,746.33,883.69,0.510202718,0.073784003,0.583986721,0.416013279,0
224,0,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0,1614.1,746.13,867.97,0.507353937,0.076005638,0.583359576,0.416640424,0
225,0,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0,1598.36,746.97,851.39,0.504888499,0.077881927,0.582770426,0.417229574,0
226,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
227,0,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0,1566.55,752.67,813.88,0.502161657,0.079603426,0.581765083,0.418234917,0
228,0,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0,1550.43,756.19,794.24,0.501888382,0.080205897,0.582094279,0.417905721,0
229,0,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0,1534.6,760.47,774.13,0.765733655,0.08041926,0.846152915,0.153847085,0
230,0,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0,1518.58,764.54,754.04,0.758303123,0.080832128,0.839135251,0.160864749,0
231,0,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0,1502.54,770.65,731.89,0.750729883,0.080876524,0.831606407,0.168393593,0
232,0,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,0,1486.47,778.8,707.67,0.505334906,0.080868279,0.586203185,0.413796815,0
233,0,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,0,1470.39,786.07,684.32,0.734455673,0.080739275,0.815194948,0.184805052,0
234,0,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0,1454.28,794.78,659.5,0.726409758,0.080548258,0.806958016,0.193041984,0
235,0,8.75,8.75,21.25,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,1438.16,797.64,640.52,0.690555621,0.079937483,0.770493105,0.229506895,0
236,0,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,0,1421.89,799.6,622.29,0.65268722,0.079501792,0.732189012,0.267810988,0
237,0,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,0,1405.91,803.92,601.99,0.424025479,0.079171914,0.503197392,0.496802608,0
238,0,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,0,1389.8,809.19,580.61,0.589031793,0.078830577,0.66786237,0.33213763,0
239,0,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,0,1373.73,814.31,559.42,0.559224183,0.078702571,0.637926754,0.362073246,0
240,0,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,0,1365.8,821.17,544.63,0.541323305,0.078805253,0.620128558,0.379871442,0
241,0,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,0,1365.3,830.76,534.54,0.536902485,0.078898421,0.615800905,0.384199095,0
242,0,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,0,1364.71,840.75,523.96,0.535596858,0.078884763,0.614481621,0.385518379,0
243,0,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,0,1363.52,849.6,513.92,0.536373212,0.078952954,0.615326166,0.384673834,0
244,0,7.5,7.5,32.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,1361.93,858.5,503.43,0.537848557,0.078982431,0.616830988,0.383169012,0
245,0,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,0,1359.93,866.8,493.13,0.539284809,0.078684446,0.617969255,0.382030745,0
246,0,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,0,1281.44,874.97,406.47,0.540783722,0.07834891,0.619132632,0.380867368,0
